                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                 0.8452,                  0.645,                  1.217,                0.88224,                0.76329,                0.80932,                0.57444,                0.90276,                 0.5873,                 1.2429,             0.00012731,             0.00012731,             0.00012731
                     85,                0.89254,                0.66906,                 1.2631,                0.83784,                0.79718,                0.83066,                 0.5926,                0.87914,                0.56025,                 1.2231,             0.00012024,             0.00012024,             0.00012024
                     86,                0.86948,                0.65368,                 1.2649,                0.84578,                0.80309,                0.84704,                0.60142,                0.87197,                0.55632,                  1.217,             0.00011317,             0.00011317,             0.00011317
                     87,                0.83524,                0.65734,                 1.2606,                0.85711,                0.80472,                0.84895,                0.60493,                0.87657,                0.54954,                  1.223,              0.0001061,              0.0001061,              0.0001061
                     88,                0.81643,                 0.6242,                 1.1868,                0.86485,                0.81509,                0.84925,                0.59398,                0.89465,                 0.5499,                 1.2398,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.81924,                0.61675,                 1.2347,                0.85716,                0.79043,                0.82502,                0.58407,                0.88689,                 0.5523,                 1.2303,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.79548,                0.58741,                 1.2084,                 0.8635,                0.78504,                0.82655,                0.59042,                0.88295,                0.55481,                 1.2279,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.75778,                0.52082,                 1.2265,                 0.8767,                0.77774,                0.82814,                0.58684,                0.88296,                0.56165,                 1.2289,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.71459,                0.50514,                 1.1844,                0.87819,                0.76961,                0.81271,                0.58731,                0.87755,                0.57512,                 1.2295,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.71627,                0.50958,                 1.1941,                 0.8953,                0.76443,                0.81529,                0.58622,                0.87888,                0.56876,                 1.2253,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                  0.708,                0.48351,                 1.1949,                0.88788,                0.76709,                0.81089,                0.58638,                0.87844,                0.56728,                 1.2161,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.67094,                0.47231,                 1.1836,                0.89721,                0.76251,                0.81264,                0.58949,                0.86739,                0.55674,                 1.2096,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.71615,                0.49167,                 1.1919,                0.89245,                0.76767,                0.81668,                0.58935,                0.87154,                0.56058,                 1.2111,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.68165,                0.48392,                 1.1582,                0.90394,                0.76245,                0.81587,                0.58781,                0.87204,                0.55698,                 1.2165,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.66402,                0.46756,                 1.1419,                0.89139,                0.76782,                0.81821,                0.59245,                  0.863,                0.55299,                  1.209,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.68655,                0.47377,                 1.1409,                0.88864,                0.76908,                 0.8126,                 0.5869,                0.85983,                0.56013,                 1.2063,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.69649,                0.47222,                 1.1671,                0.88877,                0.77032,                0.81474,                 0.5891,                0.86067,                0.55892,                 1.2089,             1.4209e-05,             1.4209e-05,             1.4209e-05
